Port,Mode,AllowedVlan,AccessVlan,Status,Speed
topology/pod-1/node-1303/sys/phys-[eth1/27]/phys,trunk,"38-39,44-45,67,77-78,117-122,125-126,135-140",vlan-140,up,10G
topology/pod-1/node-1303/sys/phys-[eth1/28]/phys,trunk,"38-39,44-45,67,77-78,117-122,125-126,135-140",vlan-140,up,10G
topology/pod-1/node-1303/sys/phys-[eth1/29]/phys,trunk,"38-39,44-45,67,77-78,117-122,125-126,135-140",vlan-140,up,10G
topology/pod-1/node-1303/sys/phys-[eth1/30]/phys,trunk,"38-39,44-45,67,77-78,117-122,125-126,135-140",vlan-140,up,10G
topology/pod-1/node-1303/sys/phys-[eth1/31]/phys,trunk,"31-32,87-88,93-94",vlan-94,up,10G
topology/pod-1/node-1303/sys/phys-[eth1/32]/phys,trunk,"31-32,87-88,93-94",vlan-94,up,10G
topology/pod-1/node-1304/sys/phys-[eth1/33]/phys,trunk,"105-108,111-112",vlan-112,up,10G
topology/pod-1/node-1304/sys/phys-[eth1/34]/phys,trunk,"105-108,111-112",vlan-112,up,10G
topology/pod-1/node-1304/sys/phys-[eth1/35]/phys,trunk,5,vlan-5,up,10G
topology/pod-1/node-1304/sys/phys-[eth1/36]/phys,trunk,5,vlan-5,up,10G
topology/pod-1/node-1304/sys/phys-[eth1/37]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1304/sys/phys-[eth1/38]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1304/sys/phys-[eth1/39]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1304/sys/phys-[eth1/40]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1304/sys/phys-[eth1/41]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1304/sys/phys-[eth1/42]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1304/sys/phys-[eth1/43]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1304/sys/phys-[eth1/44]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1304/sys/phys-[eth1/45]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1304/sys/phys-[eth1/46]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1304/sys/phys-[eth1/47]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1304/sys/phys-[eth1/48]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1304/sys/phys-[eth1/49]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1304/sys/phys-[eth1/50]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1304/sys/phys-[eth1/51]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1304/sys/phys-[eth1/52]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1304/sys/phys-[eth1/53]/phys,trunk,,vlan-1,up,100G
topology/pod-1/node-1304/sys/phys-[eth1/54]/phys,trunk,,vlan-1,up,100G
topology/pod-1/node-1304/sys/phys-[eth1/1]/phys,trunk,"19-20,68",vlan-20,up,10G
topology/pod-1/node-1304/sys/phys-[eth1/2]/phys,trunk,"19-20,68",vlan-20,up,10G
topology/pod-1/node-1304/sys/phys-[eth1/3]/phys,trunk,"21,30-32,38-39,71-72,75-76,79-80,89-90,93-94,97-98,103-104",vlan-104,up,10G
topology/pod-1/node-1304/sys/phys-[eth1/4]/phys,trunk,"21,30-32,38-39,71-72,75-76,79-80,89-90,93-94,97-98,103-104",vlan-104,up,10G
topology/pod-1/node-1304/sys/phys-[eth1/5]/phys,trunk,"7-9,15-18,22-25,33-37,40-43,46-63,87-88,113-130",vlan-116,down,10G
topology/pod-1/node-1304/sys/phys-[eth1/6]/phys,trunk,"7-9,15-18,22-25,33-37,40-43,46-63,87-88,113-130",vlan-116,down,10G
topology/pod-1/node-1304/sys/phys-[eth1/7]/phys,trunk,"6,10,13-14,69-70,99-100",vlan-100,up,10G
topology/pod-1/node-1304/sys/phys-[eth1/8]/phys,trunk,"6,10,13-14,69-70,99-100",vlan-100,up,10G
topology/pod-1/node-1304/sys/phys-[eth1/9]/phys,trunk,15-18,vlan-18,up,10G
topology/pod-1/node-1304/sys/phys-[eth1/10]/phys,trunk,15-18,vlan-18,up,10G
topology/pod-1/node-1304/sys/phys-[eth1/11]/phys,trunk,15-18,vlan-18,up,10G
topology/pod-1/node-1304/sys/phys-[eth1/12]/phys,trunk,66,vlan-66,up,10G
topology/pod-1/node-1304/sys/phys-[eth1/13]/phys,trunk,66,vlan-66,up,10G
topology/pod-1/node-1304/sys/phys-[eth1/14]/phys,trunk,131-134,vlan-134,up,10G
topology/pod-1/node-1304/sys/phys-[eth1/15]/phys,trunk,22-25,vlan-23,down,10G
topology/pod-1/node-1304/sys/phys-[eth1/16]/phys,trunk,24-25,vlan-25,up,10G
topology/pod-1/node-1304/sys/phys-[eth1/17]/phys,trunk,22-25,vlan-23,up,10G
topology/pod-1/node-1304/sys/phys-[eth1/18]/phys,trunk,24-25,vlan-25,up,10G
topology/pod-1/node-1304/sys/phys-[eth1/19]/phys,trunk,24-25,vlan-25,up,10G
topology/pod-1/node-1304/sys/phys-[eth1/20]/phys,trunk,22-25,vlan-25,up,10G
topology/pod-1/node-1304/sys/phys-[eth1/21]/phys,trunk,22-25,vlan-25,up,10G
topology/pod-1/node-1304/sys/phys-[eth1/22]/phys,trunk,26-27,vlan-27,up,10G
topology/pod-1/node-1304/sys/phys-[eth1/23]/phys,trunk,28-29,vlan-29,up,10G
topology/pod-1/node-1304/sys/phys-[eth1/24]/phys,trunk,24-25,vlan-25,up,10G
topology/pod-1/node-1304/sys/phys-[eth1/25]/phys,trunk,26-27,vlan-27,up,10G
topology/pod-1/node-1304/sys/phys-[eth1/26]/phys,trunk,24-25,vlan-25,up,10G
topology/pod-1/node-1304/sys/phys-[eth1/27]/phys,trunk,"44-45,67,73-74,77-78,83-86,91-92,95-96,135-140",vlan-140,up,10G
topology/pod-1/node-1304/sys/phys-[eth1/28]/phys,trunk,"44-45,67,73-74,77-78,83-86,91-92,95-96,135-140",vlan-140,up,10G
topology/pod-1/node-1304/sys/phys-[eth1/29]/phys,trunk,"44-45,67,73-74,77-78,83-86,91-92,95-96,135-140",vlan-140,up,10G
topology/pod-1/node-1304/sys/phys-[eth1/30]/phys,trunk,"44-45,67,73-74,77-78,83-86,91-92,95-96,135-140",vlan-140,up,10G
topology/pod-1/node-1304/sys/phys-[eth1/31]/phys,trunk,"105-108,111-112",vlan-112,up,10G
topology/pod-1/node-1304/sys/phys-[eth1/32]/phys,trunk,"105-108,111-112",vlan-112,up,10G
topology/pod-1/node-1305/sys/phys-[eth1/33]/phys,trunk,40-41,vlan-41,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/34]/phys,trunk,59-60,vlan-60,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/35]/phys,trunk,59-60,vlan-60,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/36]/phys,trunk,73-74,vlan-74,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/37]/phys,trunk,15-16,vlan-16,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/38]/phys,trunk,13-14,vlan-14,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/39]/phys,trunk,55-56,vlan-56,up,100M
topology/pod-1/node-1305/sys/phys-[eth1/40]/phys,trunk,38-39,vlan-39,up,100M
topology/pod-1/node-1305/sys/phys-[eth1/41]/phys,trunk,"24,29",vlan-29,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/42]/phys,trunk,"36,47",vlan-47,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/43]/phys,trunk,"36,47",vlan-47,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/44]/phys,trunk,"5,24,29,42-45,50",vlan-29,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/45]/phys,trunk,73-76,vlan-74,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/46]/phys,trunk,57-58,vlan-58,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/47]/phys,trunk,51-56,vlan-56,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/48]/phys,trunk,"20,28",vlan-28,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/49]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1305/sys/phys-[eth1/50]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1305/sys/phys-[eth1/51]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1305/sys/phys-[eth1/52]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1305/sys/phys-[eth1/53]/phys,trunk,,vlan-1,up,100G
topology/pod-1/node-1305/sys/phys-[eth1/54]/phys,trunk,,vlan-1,up,100G
topology/pod-1/node-1305/sys/phys-[eth1/1]/phys,trunk,69-72,vlan-72,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/2]/phys,trunk,69-70,vlan-70,up,100M
topology/pod-1/node-1305/sys/phys-[eth1/3]/phys,trunk,"37,62",vlan-62,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/4]/phys,trunk,"37,62",vlan-62,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/5]/phys,trunk,69-70,vlan-70,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/6]/phys,trunk,71-72,vlan-72,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/7]/phys,trunk,79-80,vlan-80,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/8]/phys,trunk,40-41,vlan-41,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/9]/phys,trunk,31-32,vlan-32,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/10]/phys,trunk,31-32,vlan-32,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/11]/phys,trunk,12-Nov,vlan-12,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/12]/phys,trunk,"20,28",vlan-28,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/13]/phys,trunk,17-18,vlan-18,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/14]/phys,trunk,17-18,vlan-18,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/15]/phys,trunk,"8,23,63-64",vlan-64,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/16]/phys,trunk,"20,28",vlan-28,down,10G
topology/pod-1/node-1305/sys/phys-[eth1/17]/phys,trunk,"20,28",vlan-28,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/18]/phys,trunk,42-43,vlan-43,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/19]/phys,trunk,38-39,vlan-39,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/20]/phys,trunk,21-22,vlan-22,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/21]/phys,trunk,59-60,vlan-60,up,100M
topology/pod-1/node-1305/sys/phys-[eth1/22]/phys,trunk,25-26,vlan-26,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/23]/phys,trunk,13-14,vlan-14,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/24]/phys,trunk,77-78,vlan-78,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/25]/phys,trunk,"30,33",vlan-33,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/26]/phys,trunk,71-72,vlan-72,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/27]/phys,trunk,"19,27",vlan-27,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/28]/phys,trunk,"19,27",vlan-27,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/29]/phys,trunk,"19,27",vlan-27,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/30]/phys,trunk,7-Jun,vlan-7,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/31]/phys,trunk,67-68,vlan-68,up,1G
topology/pod-1/node-1305/sys/phys-[eth1/32]/phys,trunk,34-35,vlan-35,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/33]/phys,trunk,"10,27",vlan-27,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/34]/phys,trunk,44-45,vlan-45,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/35]/phys,trunk,"34,90",vlan-34,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/36]/phys,trunk,"21,29",vlan-29,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/37]/phys,trunk,15-16,vlan-16,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/38]/phys,trunk,7-Jun,vlan-7,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/39]/phys,trunk,13-Dec,vlan-13,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/40]/phys,trunk,39-40,vlan-40,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/41]/phys,trunk,"37,46",vlan-46,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/42]/phys,trunk,"69,75",vlan-75,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/43]/phys,trunk,"69,75",vlan-75,up,100M
topology/pod-1/node-1306/sys/phys-[eth1/44]/phys,trunk,"14,21,29,56-60",vlan-29,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/45]/phys,trunk,"51,78-80",vlan-51,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/46]/phys,trunk,"42,70",vlan-42,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/47]/phys,trunk,"41,43,63-66",vlan-66,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/48]/phys,trunk,"11,28",vlan-28,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/49]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1306/sys/phys-[eth1/50]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1306/sys/phys-[eth1/51]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1306/sys/phys-[eth1/52]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1306/sys/phys-[eth1/53]/phys,trunk,,vlan-1,up,100G
topology/pod-1/node-1306/sys/phys-[eth1/54]/phys,trunk,,vlan-1,up,100G
topology/pod-1/node-1306/sys/phys-[eth1/1]/phys,trunk,"49-50,71-72",vlan-72,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/2]/phys,trunk,49-50,vlan-50,up,100M
topology/pod-1/node-1306/sys/phys-[eth1/3]/phys,trunk,"67,84",vlan-84,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/4]/phys,trunk,"67,84",vlan-84,down,1G
topology/pod-1/node-1306/sys/phys-[eth1/5]/phys,trunk,13-Dec,vlan-13,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/6]/phys,trunk,"5,19",vlan-5,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/7]/phys,trunk,"68,73",vlan-73,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/8]/phys,trunk,47-48,vlan-48,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/9]/phys,trunk,30-31,vlan-31,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/10]/phys,trunk,30-31,vlan-31,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/11]/phys,trunk,7-Jun,vlan-7,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/12]/phys,trunk,"11,28",vlan-28,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/13]/phys,trunk,"5,19",vlan-5,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/14]/phys,trunk,"5,19",vlan-5,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/15]/phys,trunk,"61-62,82-83",vlan-83,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/16]/phys,trunk,"11,28",vlan-28,down,1G
topology/pod-1/node-1306/sys/phys-[eth1/17]/phys,trunk,"11,28",vlan-28,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/18]/phys,trunk,54-55,vlan-55,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/19]/phys,trunk,39-40,vlan-40,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/20]/phys,trunk,13-Dec,vlan-13,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/21]/phys,trunk,44-45,vlan-45,up,100M
topology/pod-1/node-1306/sys/phys-[eth1/22]/phys,trunk,23-24,vlan-24,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/23]/phys,trunk,9-Aug,vlan-9,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/24]/phys,trunk,76-77,vlan-77,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/25]/phys,trunk,52-53,vlan-53,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/26]/phys,trunk,71-72,vlan-72,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/27]/phys,trunk,"18,26",vlan-26,up,100M
topology/pod-1/node-1306/sys/phys-[eth1/28]/phys,trunk,"18,26",vlan-26,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/29]/phys,trunk,"18,26",vlan-26,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/30]/phys,trunk,32-33,vlan-33,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/31]/phys,trunk,"17,22,25,38",vlan-25,up,1G
topology/pod-1/node-1306/sys/phys-[eth1/32]/phys,trunk,35-36,vlan-36,up,1G
topology/pod-1/node-1401/sys/phys-[eth1/33]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1401/sys/phys-[eth1/34]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1401/sys/phys-[eth1/35]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1401/sys/phys-[eth1/36]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1401/sys/phys-[eth1/37]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1401/sys/phys-[eth1/38]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1401/sys/phys-[eth1/39]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1401/sys/phys-[eth1/40]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1401/sys/phys-[eth1/41]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1401/sys/phys-[eth1/42]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1401/sys/phys-[eth1/43]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1401/sys/phys-[eth1/44]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1401/sys/phys-[eth1/45]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1401/sys/phys-[eth1/46]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1401/sys/phys-[eth1/47]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1401/sys/phys-[eth1/48]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1401/sys/phys-[eth1/49]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1401/sys/phys-[eth1/50]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1401/sys/phys-[eth1/51]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1401/sys/phys-[eth1/52]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1401/sys/phys-[eth1/53]/phys,trunk,,vlan-1,up,100G
topology/pod-1/node-1401/sys/phys-[eth1/54]/phys,trunk,,vlan-1,up,100G
topology/pod-1/node-1401/sys/phys-[eth1/1]/phys,trunk,15-16,vlan-16,up,10G
topology/pod-1/node-1401/sys/phys-[eth1/2]/phys,trunk,15-16,vlan-16,up,10G
topology/pod-1/node-1401/sys/phys-[eth1/3]/phys,trunk,17,vlan-17,up,10G
topology/pod-1/node-1401/sys/phys-[eth1/4]/phys,trunk,17,vlan-17,up,10G
topology/pod-1/node-1401/sys/phys-[eth1/5]/phys,trunk,18,vlan-18,up,10G
topology/pod-1/node-1401/sys/phys-[eth1/6]/phys,trunk,18,vlan-18,up,10G
topology/pod-1/node-1401/sys/phys-[eth1/7]/phys,trunk,"21-22,39-40",vlan-40,up,10G
topology/pod-1/node-1401/sys/phys-[eth1/8]/phys,trunk,"21-22,39-40",vlan-40,up,10G
topology/pod-1/node-1401/sys/phys-[eth1/9]/phys,trunk,37-38,vlan-38,up,10G
topology/pod-1/node-1401/sys/phys-[eth1/10]/phys,trunk,"5-6,19-20,23-36,41-42,45-50",vlan-20,up,10G
topology/pod-1/node-1401/sys/phys-[eth1/11]/phys,trunk,"5-6,19-20,23-36,41-42,45-50",vlan-20,up,10G
topology/pod-1/node-1401/sys/phys-[eth1/12]/phys,trunk,"5-6,19-20,25-26,29-30,35-36,47-50",vlan-26,up,10G
topology/pod-1/node-1401/sys/phys-[eth1/13]/phys,trunk,"5-6,19-20,25-26,29-30,35-36,47-50",vlan-26,up,10G
topology/pod-1/node-1401/sys/phys-[eth1/14]/phys,trunk,"5-6,19-20,23-36,41-42,45-50",vlan-20,up,10G
topology/pod-1/node-1401/sys/phys-[eth1/15]/phys,trunk,"5-6,19-20,23-36,41-42,45-50",vlan-20,up,10G
topology/pod-1/node-1401/sys/phys-[eth1/16]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1401/sys/phys-[eth1/17]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1401/sys/phys-[eth1/18]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1401/sys/phys-[eth1/19]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1401/sys/phys-[eth1/20]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1401/sys/phys-[eth1/21]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1401/sys/phys-[eth1/22]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1401/sys/phys-[eth1/23]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1401/sys/phys-[eth1/24]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1401/sys/phys-[eth1/25]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1401/sys/phys-[eth1/26]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1401/sys/phys-[eth1/27]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1401/sys/phys-[eth1/28]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1401/sys/phys-[eth1/29]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1401/sys/phys-[eth1/30]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1401/sys/phys-[eth1/31]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1401/sys/phys-[eth1/32]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1402/sys/phys-[eth1/33]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1402/sys/phys-[eth1/34]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1402/sys/phys-[eth1/35]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1402/sys/phys-[eth1/36]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1402/sys/phys-[eth1/37]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1402/sys/phys-[eth1/38]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1402/sys/phys-[eth1/39]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1402/sys/phys-[eth1/40]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1402/sys/phys-[eth1/41]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1402/sys/phys-[eth1/42]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1402/sys/phys-[eth1/43]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1402/sys/phys-[eth1/44]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1402/sys/phys-[eth1/45]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1402/sys/phys-[eth1/46]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1402/sys/phys-[eth1/47]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1402/sys/phys-[eth1/48]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1402/sys/phys-[eth1/49]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1402/sys/phys-[eth1/50]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1402/sys/phys-[eth1/51]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1402/sys/phys-[eth1/52]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1402/sys/phys-[eth1/53]/phys,trunk,,vlan-1,up,100G
topology/pod-1/node-1402/sys/phys-[eth1/54]/phys,trunk,,vlan-1,up,100G
topology/pod-1/node-1402/sys/phys-[eth1/1]/phys,trunk,15-16,vlan-16,up,10G
topology/pod-1/node-1402/sys/phys-[eth1/2]/phys,trunk,15-16,vlan-16,up,10G
topology/pod-1/node-1402/sys/phys-[eth1/3]/phys,trunk,17,vlan-17,up,10G
topology/pod-1/node-1402/sys/phys-[eth1/4]/phys,trunk,17,vlan-17,up,10G
topology/pod-1/node-1402/sys/phys-[eth1/5]/phys,trunk,18,vlan-18,up,10G
topology/pod-1/node-1402/sys/phys-[eth1/6]/phys,trunk,18,vlan-18,up,10G
topology/pod-1/node-1402/sys/phys-[eth1/7]/phys,trunk,"21-22,39-40",vlan-40,up,10G
topology/pod-1/node-1402/sys/phys-[eth1/8]/phys,trunk,"21-22,39-40",vlan-40,up,10G
topology/pod-1/node-1402/sys/phys-[eth1/9]/phys,trunk,37-38,vlan-38,up,10G
topology/pod-1/node-1402/sys/phys-[eth1/10]/phys,trunk,"5-6,19-20,23-36,41-42,45-50",vlan-20,up,10G
topology/pod-1/node-1402/sys/phys-[eth1/11]/phys,trunk,"5-6,19-20,23-36,41-42,45-50",vlan-20,up,10G
topology/pod-1/node-1402/sys/phys-[eth1/12]/phys,trunk,"5-6,19-20,25-26,29-30,35-36,47-50",vlan-26,up,10G
topology/pod-1/node-1402/sys/phys-[eth1/13]/phys,trunk,"5-6,19-20,25-26,29-30,35-36,47-50",vlan-26,up,10G
topology/pod-1/node-1402/sys/phys-[eth1/14]/phys,trunk,"5-6,19-20,23-36,41-42,45-50",vlan-20,up,10G
topology/pod-1/node-1402/sys/phys-[eth1/15]/phys,trunk,"5-6,19-20,23-36,41-42,45-50",vlan-20,up,10G
topology/pod-1/node-1402/sys/phys-[eth1/16]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1402/sys/phys-[eth1/17]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1402/sys/phys-[eth1/18]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1402/sys/phys-[eth1/19]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1402/sys/phys-[eth1/20]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1402/sys/phys-[eth1/21]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1402/sys/phys-[eth1/22]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1402/sys/phys-[eth1/23]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1402/sys/phys-[eth1/24]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1402/sys/phys-[eth1/25]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1402/sys/phys-[eth1/26]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1402/sys/phys-[eth1/27]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1402/sys/phys-[eth1/28]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1402/sys/phys-[eth1/29]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1402/sys/phys-[eth1/30]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1402/sys/phys-[eth1/31]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1402/sys/phys-[eth1/32]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1403/sys/phys-[eth1/33]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1403/sys/phys-[eth1/34]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1403/sys/phys-[eth1/35]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1403/sys/phys-[eth1/36]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1403/sys/phys-[eth1/37]/phys,trunk,,unknown,down,10G
