Port,Mode,AllowedVlan,AccessVlan,Status,Speed
topology/pod-1/node-1104/sys/phys-[eth1/28]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1104/sys/phys-[eth1/29]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1104/sys/phys-[eth1/30]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1104/sys/phys-[eth1/31]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1104/sys/phys-[eth1/32]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/33]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/34]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/35]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/36]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/37]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/38]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/39]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/40]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/41]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/42]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/43]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/44]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/45]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/46]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/47]/phys,trunk,"6-8,14,17-25,27-29,32,34,37-38,44,52,56-58,62-63,67,69-71,81-88,95",vlan-86,up,10G
topology/pod-1/node-1105/sys/phys-[eth1/48]/phys,trunk,"6-8,14,17-25,27-29,32,34,37-38,44,52,56-58,62-63,67,69-71,81-88,95",vlan-86,up,10G
topology/pod-1/node-1105/sys/phys-[eth1/49]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1105/sys/phys-[eth1/50]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1105/sys/phys-[eth1/51]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1105/sys/phys-[eth1/52]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1105/sys/phys-[eth1/53]/phys,trunk,,vlan-1,up,100G
topology/pod-1/node-1105/sys/phys-[eth1/54]/phys,trunk,,vlan-1,up,100G
topology/pod-1/node-1105/sys/phys-[eth1/1]/phys,trunk,"5,9,12,33,39-40,43,45,50-51,53-55,59,76,79-80,89,91,93-94",vlan-94,up,10G
topology/pod-1/node-1105/sys/phys-[eth1/2]/phys,trunk,"5,9,12,33,39-40,43,45,50-51,53-55,59,76,79-80,89,91,93-94",vlan-94,up,10G
topology/pod-1/node-1105/sys/phys-[eth1/3]/phys,trunk,"15-16,24-25,41-42,64-65,74-75,77-78",vlan-16,up,10G
topology/pod-1/node-1105/sys/phys-[eth1/4]/phys,trunk,"15-16,24-25,41-42,64-65,74-75,77-78",vlan-16,up,10G
topology/pod-1/node-1105/sys/phys-[eth1/5]/phys,trunk,"48-49,60-61,64-66,68,72-73",vlan-65,up,10G
topology/pod-1/node-1105/sys/phys-[eth1/6]/phys,trunk,"48-49,60-61,64-66,68,72-73",vlan-65,up,10G
topology/pod-1/node-1105/sys/phys-[eth1/7]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/8]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/9]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/10]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/11]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/12]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/13]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/14]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/15]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/16]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/17]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/18]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/19]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/20]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/21]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/22]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/23]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/24]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/25]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/26]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/27]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/28]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/29]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/30]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/31]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1105/sys/phys-[eth1/32]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/33]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/34]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/35]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/36]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/37]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/38]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/39]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/40]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/41]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/42]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/43]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/44]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/45]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/46]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/47]/phys,trunk,"6,8-12,14-17,20,22,28,34-35,38-40,42,50-51,53-54,57-59,76-88,95",vlan-83,up,10G
topology/pod-1/node-1106/sys/phys-[eth1/48]/phys,trunk,"6,8-12,14-17,20,22,28,34-35,38-40,42,50-51,53-54,57-59,76-88,95",vlan-83,up,10G
topology/pod-1/node-1106/sys/phys-[eth1/49]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1106/sys/phys-[eth1/50]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1106/sys/phys-[eth1/51]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1106/sys/phys-[eth1/52]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1106/sys/phys-[eth1/53]/phys,trunk,,vlan-1,up,100G
topology/pod-1/node-1106/sys/phys-[eth1/54]/phys,trunk,,vlan-1,up,100G
topology/pod-1/node-1106/sys/phys-[eth1/1]/phys,trunk,"5,19,21,23-27,29-30,43,48,52,60,64,69-70,73-74,89,91",vlan-74,up,10G
topology/pod-1/node-1106/sys/phys-[eth1/2]/phys,trunk,"5,19,21,23-27,29-30,43,48,52,60,64,69-70,73-74,89,91",vlan-74,up,10G
topology/pod-1/node-1106/sys/phys-[eth1/3]/phys,trunk,"15-16,45-46,49,55,61,63,67-68,99-100",vlan-100,up,10G
topology/pod-1/node-1106/sys/phys-[eth1/4]/phys,trunk,"15-16,45-46,49,55,61,63,67-68,99-100",vlan-100,up,10G
topology/pod-1/node-1106/sys/phys-[eth1/5]/phys,trunk,"37,41,44,47,49,55-56,62,65-66",vlan-55,up,10G
topology/pod-1/node-1106/sys/phys-[eth1/6]/phys,trunk,"37,41,44,47,49,55-56,62,65-66",vlan-55,up,10G
topology/pod-1/node-1106/sys/phys-[eth1/7]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/8]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/9]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/10]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/11]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/12]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/13]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/14]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/15]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/16]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/17]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/18]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/19]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/20]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/21]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/22]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/23]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/24]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/25]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/26]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/27]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/28]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/29]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/30]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/31]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1106/sys/phys-[eth1/32]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/33]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/34]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/35]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/36]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/37]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/38]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/39]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/40]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/41]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/42]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/43]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/44]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/45]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/46]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/47]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/48]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/49]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1201/sys/phys-[eth1/50]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1201/sys/phys-[eth1/51]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1201/sys/phys-[eth1/52]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1201/sys/phys-[eth1/53]/phys,trunk,,vlan-1,up,100G
topology/pod-1/node-1201/sys/phys-[eth1/54]/phys,trunk,,vlan-1,up,100G
topology/pod-1/node-1201/sys/phys-[eth1/1]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/2]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/3]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/4]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/5]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/6]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/7]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/8]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/9]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/10]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/11]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/12]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/13]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/14]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/15]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/16]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/17]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/18]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/19]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/20]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/21]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/22]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/23]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/24]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/25]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/26]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/27]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/28]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/29]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/30]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/31]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1201/sys/phys-[eth1/32]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/33]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/34]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/35]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/36]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/37]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/38]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/39]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/40]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/41]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/42]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/43]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/44]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/45]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/46]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/47]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/48]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/49]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1202/sys/phys-[eth1/50]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1202/sys/phys-[eth1/51]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1202/sys/phys-[eth1/52]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1202/sys/phys-[eth1/53]/phys,trunk,,vlan-1,up,100G
topology/pod-1/node-1202/sys/phys-[eth1/54]/phys,trunk,,vlan-1,up,100G
topology/pod-1/node-1202/sys/phys-[eth1/1]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/2]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/3]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/4]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/5]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/6]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/7]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/8]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/9]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/10]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/11]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/12]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/13]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/14]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/15]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/16]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/17]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/18]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/19]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/20]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/21]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/22]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/23]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/24]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/25]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/26]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/27]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/28]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/29]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/30]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/31]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1202/sys/phys-[eth1/32]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1203/sys/phys-[eth1/33]/phys,trunk,16-Sep,vlan-16,up,10G
topology/pod-1/node-1203/sys/phys-[eth1/34]/phys,trunk,16-Sep,vlan-16,up,10G
topology/pod-1/node-1203/sys/phys-[eth1/35]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1203/sys/phys-[eth1/36]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1203/sys/phys-[eth1/37]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1203/sys/phys-[eth1/38]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1203/sys/phys-[eth1/39]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1203/sys/phys-[eth1/40]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1203/sys/phys-[eth1/41]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1203/sys/phys-[eth1/42]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1203/sys/phys-[eth1/43]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1203/sys/phys-[eth1/44]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1203/sys/phys-[eth1/45]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1203/sys/phys-[eth1/46]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1203/sys/phys-[eth1/47]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1203/sys/phys-[eth1/48]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1203/sys/phys-[eth1/49]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1203/sys/phys-[eth1/50]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1203/sys/phys-[eth1/51]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1203/sys/phys-[eth1/52]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1203/sys/phys-[eth1/53]/phys,trunk,,vlan-1,up,100G
topology/pod-1/node-1203/sys/phys-[eth1/54]/phys,trunk,,vlan-1,up,100G
topology/pod-1/node-1203/sys/phys-[eth1/1]/phys,trunk,23-24,vlan-24,up,10G
topology/pod-1/node-1203/sys/phys-[eth1/2]/phys,trunk,23-24,vlan-24,up,10G
topology/pod-1/node-1203/sys/phys-[eth1/3]/phys,trunk,16-Sep,vlan-16,up,10G
topology/pod-1/node-1203/sys/phys-[eth1/4]/phys,trunk,16-Sep,vlan-16,up,10G
topology/pod-1/node-1203/sys/phys-[eth1/5]/phys,trunk,16-Sep,vlan-16,up,10G
topology/pod-1/node-1203/sys/phys-[eth1/6]/phys,trunk,16-Sep,vlan-16,up,10G
topology/pod-1/node-1203/sys/phys-[eth1/7]/phys,trunk,16-Sep,vlan-16,up,10G
topology/pod-1/node-1203/sys/phys-[eth1/8]/phys,trunk,16-Sep,vlan-16,up,10G
topology/pod-1/node-1203/sys/phys-[eth1/9]/phys,trunk,16-Sep,vlan-16,up,10G
topology/pod-1/node-1203/sys/phys-[eth1/10]/phys,trunk,16-Sep,vlan-16,up,10G
topology/pod-1/node-1203/sys/phys-[eth1/11]/phys,trunk,16-Sep,vlan-16,up,10G
topology/pod-1/node-1203/sys/phys-[eth1/12]/phys,trunk,16-Sep,vlan-16,up,10G
topology/pod-1/node-1203/sys/phys-[eth1/13]/phys,trunk,16-Sep,vlan-16,up,10G
topology/pod-1/node-1203/sys/phys-[eth1/14]/phys,trunk,16-Sep,vlan-16,up,10G
topology/pod-1/node-1203/sys/phys-[eth1/15]/phys,trunk,16-Sep,vlan-16,up,10G
topology/pod-1/node-1203/sys/phys-[eth1/16]/phys,trunk,16-Sep,vlan-16,up,10G
topology/pod-1/node-1203/sys/phys-[eth1/17]/phys,trunk,16-Sep,vlan-16,up,10G
topology/pod-1/node-1203/sys/phys-[eth1/18]/phys,trunk,17-18,vlan-18,up,10G
topology/pod-1/node-1203/sys/phys-[eth1/19]/phys,trunk,17-18,vlan-18,up,10G
topology/pod-1/node-1203/sys/phys-[eth1/20]/phys,trunk,21-22,vlan-22,up,10G
topology/pod-1/node-1203/sys/phys-[eth1/21]/phys,trunk,19-20,vlan-20,up,10G
topology/pod-1/node-1203/sys/phys-[eth1/22]/phys,trunk,19-20,vlan-20,up,10G
topology/pod-1/node-1203/sys/phys-[eth1/23]/phys,trunk,17-18,vlan-18,up,10G
topology/pod-1/node-1203/sys/phys-[eth1/24]/phys,trunk,17-18,vlan-18,up,10G
topology/pod-1/node-1203/sys/phys-[eth1/25]/phys,trunk,21-22,vlan-22,up,10G
topology/pod-1/node-1203/sys/phys-[eth1/26]/phys,trunk,21-22,vlan-22,up,10G
topology/pod-1/node-1203/sys/phys-[eth1/27]/phys,trunk,21-22,vlan-22,up,10G
topology/pod-1/node-1203/sys/phys-[eth1/28]/phys,trunk,25,vlan-25,up,10G
topology/pod-1/node-1203/sys/phys-[eth1/29]/phys,trunk,25,vlan-25,up,10G
topology/pod-1/node-1203/sys/phys-[eth1/30]/phys,trunk,16-Sep,vlan-16,down,10G
topology/pod-1/node-1203/sys/phys-[eth1/31]/phys,trunk,16-Sep,vlan-16,down,10G
topology/pod-1/node-1203/sys/phys-[eth1/32]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1204/sys/phys-[eth1/33]/phys,trunk,16-Sep,vlan-16,up,10G
topology/pod-1/node-1204/sys/phys-[eth1/34]/phys,trunk,16-Sep,vlan-16,up,10G
topology/pod-1/node-1204/sys/phys-[eth1/35]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1204/sys/phys-[eth1/36]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1204/sys/phys-[eth1/37]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1204/sys/phys-[eth1/38]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1204/sys/phys-[eth1/39]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1204/sys/phys-[eth1/40]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1204/sys/phys-[eth1/41]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1204/sys/phys-[eth1/42]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1204/sys/phys-[eth1/43]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1204/sys/phys-[eth1/44]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1204/sys/phys-[eth1/45]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1204/sys/phys-[eth1/46]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1204/sys/phys-[eth1/47]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1204/sys/phys-[eth1/48]/phys,trunk,,unknown,down,10G
topology/pod-1/node-1204/sys/phys-[eth1/49]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1204/sys/phys-[eth1/50]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1204/sys/phys-[eth1/51]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1204/sys/phys-[eth1/52]/phys,trunk,,vlan-1,down,100G
topology/pod-1/node-1204/sys/phys-[eth1/53]/phys,trunk,,vlan-1,up,100G
topology/pod-1/node-1204/sys/phys-[eth1/54]/phys,trunk,,vlan-1,up,100G
topology/pod-1/node-1204/sys/phys-[eth1/1]/phys,trunk,23-24,vlan-24,up,10G
