Pod,Node,Port,Mode,AllowedVlan,AccessVlan,Status,Speed
pod-1,node-1401,eth1/43,trunk,,unknown,down,10G
pod-1,node-1401,eth1/44,trunk,,unknown,down,10G
pod-1,node-1401,eth1/45,trunk,,unknown,down,10G
pod-1,node-1401,eth1/46,trunk,,unknown,down,10G
pod-1,node-1401,eth1/47,trunk,,unknown,down,10G
pod-1,node-1401,eth1/48,trunk,,unknown,down,10G
pod-1,node-1401,eth1/49,trunk,,vlan-1,down,100G
pod-1,node-1401,eth1/50,trunk,,vlan-1,down,100G
pod-1,node-1401,eth1/51,trunk,,vlan-1,down,100G
pod-1,node-1401,eth1/52,trunk,,vlan-1,down,100G
pod-1,node-1401,eth1/53,trunk,,vlan-1,up,100G
pod-1,node-1401,eth1/54,trunk,,vlan-1,up,100G
pod-1,node-1401,eth1/1,trunk,15-16,vlan-16,up,10G
pod-1,node-1401,eth1/2,trunk,15-16,vlan-16,up,10G
pod-1,node-1401,eth1/3,trunk,17,vlan-17,up,10G
pod-1,node-1401,eth1/4,trunk,17,vlan-17,up,10G
pod-1,node-1401,eth1/5,trunk,18,vlan-18,up,10G
pod-1,node-1401,eth1/6,trunk,18,vlan-18,up,10G
pod-1,node-1401,eth1/7,trunk,"21-22,39-40",vlan-40,up,10G
pod-1,node-1401,eth1/8,trunk,"21-22,39-40",vlan-40,up,10G
pod-1,node-1401,eth1/9,trunk,37-38,vlan-38,up,10G
pod-1,node-1401,eth1/10,trunk,"5-6,19-20,23-36,41-42,45-50",vlan-20,up,10G
pod-1,node-1401,eth1/11,trunk,"5-6,19-20,23-36,41-42,45-50",vlan-20,up,10G
pod-1,node-1401,eth1/12,trunk,"5-6,19-20,25-26,29-30,35-36,47-50",vlan-26,up,10G
pod-1,node-1401,eth1/13,trunk,"5-6,19-20,25-26,29-30,35-36,47-50",vlan-26,up,10G
pod-1,node-1401,eth1/14,trunk,"5-6,19-20,23-36,41-42,45-50",vlan-20,up,10G
pod-1,node-1401,eth1/15,trunk,"5-6,19-20,23-36,41-42,45-50",vlan-20,up,10G
pod-1,node-1401,eth1/16,trunk,,unknown,down,10G
pod-1,node-1401,eth1/17,trunk,,unknown,down,10G
pod-1,node-1401,eth1/18,trunk,,unknown,down,10G
pod-1,node-1401,eth1/19,trunk,,unknown,down,10G
pod-1,node-1401,eth1/20,trunk,,unknown,down,10G
pod-1,node-1401,eth1/21,trunk,,unknown,down,10G
pod-1,node-1401,eth1/22,trunk,,unknown,down,10G
pod-1,node-1401,eth1/23,trunk,,unknown,down,10G
pod-1,node-1401,eth1/24,trunk,,unknown,down,10G
pod-1,node-1401,eth1/25,trunk,,unknown,down,10G
pod-1,node-1401,eth1/26,trunk,,unknown,down,10G
pod-1,node-1401,eth1/27,trunk,,unknown,down,10G
pod-1,node-1401,eth1/28,trunk,,unknown,down,10G
pod-1,node-1401,eth1/29,trunk,,unknown,down,10G
pod-1,node-1401,eth1/30,trunk,,unknown,down,10G
pod-1,node-1401,eth1/31,trunk,,unknown,down,10G
pod-1,node-1401,eth1/32,trunk,,unknown,down,10G
pod-1,node-1402,eth1/33,trunk,,unknown,down,10G
pod-1,node-1402,eth1/34,trunk,,unknown,down,10G
pod-1,node-1402,eth1/35,trunk,,unknown,down,10G
pod-1,node-1402,eth1/36,trunk,,unknown,down,10G
pod-1,node-1402,eth1/37,trunk,,unknown,down,10G
pod-1,node-1402,eth1/38,trunk,,unknown,down,10G
pod-1,node-1402,eth1/39,trunk,,unknown,down,10G
pod-1,node-1402,eth1/40,trunk,,unknown,down,10G
pod-1,node-1402,eth1/41,trunk,,unknown,down,10G
pod-1,node-1402,eth1/42,trunk,,unknown,down,10G
pod-1,node-1402,eth1/43,trunk,,unknown,down,10G
pod-1,node-1402,eth1/44,trunk,,unknown,down,10G
pod-1,node-1402,eth1/45,trunk,,unknown,down,10G
pod-1,node-1402,eth1/46,trunk,,unknown,down,10G
pod-1,node-1402,eth1/47,trunk,,unknown,down,10G
pod-1,node-1402,eth1/48,trunk,,unknown,down,10G
pod-1,node-1402,eth1/49,trunk,,vlan-1,down,100G
pod-1,node-1402,eth1/50,trunk,,vlan-1,down,100G
pod-1,node-1402,eth1/51,trunk,,vlan-1,down,100G
pod-1,node-1402,eth1/52,trunk,,vlan-1,down,100G
pod-1,node-1402,eth1/53,trunk,,vlan-1,up,100G
pod-1,node-1402,eth1/54,trunk,,vlan-1,up,100G
pod-1,node-1402,eth1/1,trunk,15-16,vlan-16,up,10G
pod-1,node-1402,eth1/2,trunk,15-16,vlan-16,up,10G
pod-1,node-1402,eth1/3,trunk,17,vlan-17,up,10G
pod-1,node-1402,eth1/4,trunk,17,vlan-17,up,10G
pod-1,node-1402,eth1/5,trunk,18,vlan-18,up,10G
pod-1,node-1402,eth1/6,trunk,18,vlan-18,up,10G
pod-1,node-1402,eth1/7,trunk,"21-22,39-40",vlan-40,up,10G
pod-1,node-1402,eth1/8,trunk,"21-22,39-40",vlan-40,up,10G
pod-1,node-1402,eth1/9,trunk,37-38,vlan-38,up,10G
pod-1,node-1402,eth1/10,trunk,"5-6,19-20,23-36,41-42,45-50",vlan-20,up,10G
pod-1,node-1402,eth1/11,trunk,"5-6,19-20,23-36,41-42,45-50",vlan-20,up,10G
pod-1,node-1402,eth1/12,trunk,"5-6,19-20,25-26,29-30,35-36,47-50",vlan-26,up,10G
pod-1,node-1402,eth1/13,trunk,"5-6,19-20,25-26,29-30,35-36,47-50",vlan-26,up,10G
pod-1,node-1402,eth1/14,trunk,"5-6,19-20,23-36,41-42,45-50",vlan-20,up,10G
pod-1,node-1402,eth1/15,trunk,"5-6,19-20,23-36,41-42,45-50",vlan-20,up,10G
pod-1,node-1402,eth1/16,trunk,,unknown,down,10G
pod-1,node-1402,eth1/17,trunk,,unknown,down,10G
pod-1,node-1402,eth1/18,trunk,,unknown,down,10G
pod-1,node-1402,eth1/19,trunk,,unknown,down,10G
pod-1,node-1402,eth1/20,trunk,,unknown,down,10G
pod-1,node-1402,eth1/21,trunk,,unknown,down,10G
pod-1,node-1402,eth1/22,trunk,,unknown,down,10G
pod-1,node-1402,eth1/23,trunk,,unknown,down,10G
pod-1,node-1402,eth1/24,trunk,,unknown,down,10G
pod-1,node-1402,eth1/25,trunk,,unknown,down,10G
pod-1,node-1402,eth1/26,trunk,,unknown,down,10G
pod-1,node-1402,eth1/27,trunk,,unknown,down,10G
pod-1,node-1402,eth1/28,trunk,,unknown,down,10G
pod-1,node-1402,eth1/29,trunk,,unknown,down,10G
pod-1,node-1402,eth1/30,trunk,,unknown,down,10G
pod-1,node-1402,eth1/31,trunk,,unknown,down,10G
pod-1,node-1402,eth1/32,trunk,,unknown,down,10G
pod-1,node-1403,eth1/33,trunk,,unknown,down,10G
pod-1,node-1403,eth1/34,trunk,,unknown,down,10G
pod-1,node-1403,eth1/35,trunk,,unknown,down,10G
pod-1,node-1403,eth1/36,trunk,,unknown,down,10G
pod-1,node-1403,eth1/37,trunk,,unknown,down,10G
pod-1,node-1403,eth1/38,trunk,,unknown,down,10G
pod-1,node-1403,eth1/39,trunk,,unknown,down,10G
pod-1,node-1403,eth1/40,trunk,,unknown,down,10G
pod-1,node-1403,eth1/41,trunk,,unknown,down,10G
pod-1,node-1403,eth1/42,trunk,,unknown,down,10G
pod-1,node-1403,eth1/43,trunk,,unknown,down,10G
pod-1,node-1403,eth1/44,trunk,,unknown,down,10G
pod-1,node-1403,eth1/45,trunk,,unknown,down,10G
pod-1,node-1403,eth1/46,trunk,,unknown,down,10G
pod-1,node-1403,eth1/47,trunk,,unknown,down,10G
pod-1,node-1403,eth1/48,trunk,,unknown,down,10G
pod-1,node-1403,eth1/49,trunk,,vlan-1,down,100G
pod-1,node-1403,eth1/50,trunk,,vlan-1,down,100G
pod-1,node-1403,eth1/51,trunk,,vlan-1,down,100G
pod-1,node-1403,eth1/52,trunk,,vlan-1,down,100G
pod-1,node-1403,eth1/53,trunk,,vlan-1,up,100G
pod-1,node-1403,eth1/54,trunk,,vlan-1,up,100G
pod-1,node-1403,eth1/1,trunk,16-17,vlan-17,up,1G
pod-1,node-1403,eth1/2,trunk,9-Aug,vlan-9,down,10G
pod-1,node-1403,eth1/3,trunk,"10,13",vlan-13,up,1G
pod-1,node-1403,eth1/4,trunk,18,vlan-18,up,1G
pod-1,node-1403,eth1/5,trunk,18,vlan-18,up,1G
pod-1,node-1403,eth1/6,trunk,21-22,vlan-22,up,1G
pod-1,node-1403,eth1/7,trunk,28,vlan-28,up,1G
pod-1,node-1403,eth1/8,trunk,23-26,vlan-26,up,1G
pod-1,node-1403,eth1/9,trunk,29,vlan-29,up,1G
pod-1,node-1403,eth1/10,trunk,29,vlan-29,down,1G
pod-1,node-1403,eth1/11,trunk,,unknown,down,10G
pod-1,node-1403,eth1/12,trunk,,unknown,down,10G
pod-1,node-1403,eth1/13,trunk,,unknown,down,10G
pod-1,node-1403,eth1/14,trunk,,unknown,down,10G
pod-1,node-1403,eth1/15,trunk,,unknown,down,10G
pod-1,node-1403,eth1/16,trunk,,unknown,down,10G
pod-1,node-1403,eth1/17,trunk,,unknown,down,10G
pod-1,node-1403,eth1/18,trunk,,unknown,down,10G
pod-1,node-1403,eth1/19,trunk,,unknown,down,10G
pod-1,node-1403,eth1/20,trunk,,unknown,down,10G
pod-1,node-1403,eth1/21,trunk,,unknown,down,10G
pod-1,node-1403,eth1/22,trunk,,unknown,down,10G
pod-1,node-1403,eth1/23,trunk,,unknown,down,10G
pod-1,node-1403,eth1/24,trunk,,unknown,down,10G
pod-1,node-1403,eth1/25,trunk,,unknown,down,10G
pod-1,node-1403,eth1/26,trunk,,unknown,down,10G
pod-1,node-1403,eth1/27,trunk,,unknown,down,10G
pod-1,node-1403,eth1/28,trunk,,unknown,down,10G
pod-1,node-1403,eth1/29,trunk,,unknown,down,10G
pod-1,node-1403,eth1/30,trunk,,unknown,down,10G
pod-1,node-1403,eth1/31,trunk,,unknown,down,10G
pod-1,node-1403,eth1/32,trunk,,unknown,down,10G
pod-1,node-1404,eth1/33,trunk,,unknown,down,10G
pod-1,node-1404,eth1/34,trunk,,unknown,down,10G
pod-1,node-1404,eth1/35,trunk,,unknown,down,10G
pod-1,node-1404,eth1/36,trunk,,unknown,down,10G
pod-1,node-1404,eth1/37,trunk,,unknown,down,10G
pod-1,node-1404,eth1/38,trunk,,unknown,down,10G
pod-1,node-1404,eth1/39,trunk,,unknown,down,10G
pod-1,node-1404,eth1/40,trunk,,unknown,down,10G
pod-1,node-1404,eth1/41,trunk,,unknown,down,10G
pod-1,node-1404,eth1/42,trunk,,unknown,down,10G
pod-1,node-1404,eth1/43,trunk,,unknown,down,10G
pod-1,node-1404,eth1/44,trunk,,unknown,down,10G
pod-1,node-1404,eth1/45,trunk,,unknown,down,10G
pod-1,node-1404,eth1/46,trunk,,unknown,down,10G
pod-1,node-1404,eth1/47,trunk,,unknown,down,10G
pod-1,node-1404,eth1/48,trunk,,unknown,down,10G
pod-1,node-1404,eth1/49,trunk,,vlan-1,down,100G
pod-1,node-1404,eth1/50,trunk,,vlan-1,down,100G
pod-1,node-1404,eth1/51,trunk,,vlan-1,down,100G
pod-1,node-1404,eth1/52,trunk,,vlan-1,down,100G
pod-1,node-1404,eth1/53,trunk,,vlan-1,up,100G
pod-1,node-1404,eth1/54,trunk,,vlan-1,up,100G
pod-1,node-1404,eth1/1,trunk,16-17,vlan-17,up,1G
pod-1,node-1404,eth1/2,trunk,9-Aug,vlan-9,down,10G
pod-1,node-1404,eth1/3,trunk,11-Oct,vlan-11,up,1G
pod-1,node-1404,eth1/4,trunk,18,vlan-18,up,1G
pod-1,node-1404,eth1/5,trunk,18,vlan-18,up,1G
pod-1,node-1404,eth1/6,trunk,21-22,vlan-22,up,1G
pod-1,node-1404,eth1/7,trunk,28,vlan-28,up,1G
pod-1,node-1404,eth1/8,trunk,23-26,vlan-26,up,1G
pod-1,node-1404,eth1/9,trunk,29,vlan-29,down,10G
pod-1,node-1404,eth1/10,trunk,29,vlan-29,down,1G
pod-1,node-1404,eth1/11,trunk,,unknown,down,10G
pod-1,node-1404,eth1/12,trunk,,unknown,down,10G
pod-1,node-1404,eth1/13,trunk,,unknown,down,10G
pod-1,node-1404,eth1/14,trunk,,unknown,down,10G
pod-1,node-1404,eth1/15,trunk,,unknown,down,10G
pod-1,node-1404,eth1/16,trunk,,unknown,down,10G
pod-1,node-1404,eth1/17,trunk,,unknown,down,10G
pod-1,node-1404,eth1/18,trunk,,unknown,down,10G
pod-1,node-1404,eth1/19,trunk,,unknown,down,10G
pod-1,node-1404,eth1/20,trunk,,unknown,down,10G
pod-1,node-1404,eth1/21,trunk,,unknown,down,10G
pod-1,node-1404,eth1/22,trunk,,unknown,down,10G
pod-1,node-1404,eth1/23,trunk,,unknown,down,10G
pod-1,node-1404,eth1/24,trunk,,unknown,down,10G
pod-1,node-1404,eth1/25,trunk,,unknown,down,10G
pod-1,node-1404,eth1/26,trunk,,unknown,down,10G
pod-1,node-1404,eth1/27,trunk,,unknown,down,10G
pod-1,node-1404,eth1/28,trunk,,unknown,down,10G
pod-1,node-1404,eth1/29,trunk,,unknown,down,10G
pod-1,node-1404,eth1/30,trunk,,unknown,down,10G
pod-1,node-1404,eth1/31,trunk,,unknown,down,10G
pod-1,node-1404,eth1/32,trunk,,unknown,down,10G
