Pod,Node,Port,Mode,AllowedVlan,AccessVlan,Status,Speed
pod-1,node-1205,eth1/15,trunk,"24,47",vlan-47,up,1G
pod-1,node-1205,eth1/16,trunk,"24,47",vlan-47,up,1G
pod-1,node-1205,eth1/17,trunk,"24,47",vlan-47,up,1G
pod-1,node-1205,eth1/18,trunk,"23,59",vlan-23,up,100M
pod-1,node-1205,eth1/19,trunk,39-40,vlan-40,up,1G
pod-1,node-1205,eth1/20,trunk,51-52,vlan-52,up,1G
pod-1,node-1205,eth1/21,trunk,,unknown,down,10G
pod-1,node-1205,eth1/22,trunk,,unknown,down,10G
pod-1,node-1205,eth1/23,trunk,,unknown,down,10G
pod-1,node-1205,eth1/24,trunk,,unknown,down,10G
pod-1,node-1205,eth1/25,trunk,,unknown,down,10G
pod-1,node-1205,eth1/26,trunk,,unknown,down,10G
pod-1,node-1205,eth1/27,trunk,,unknown,down,10G
pod-1,node-1205,eth1/28,trunk,,unknown,down,10G
pod-1,node-1205,eth1/29,trunk,,unknown,down,10G
pod-1,node-1205,eth1/30,trunk,,unknown,down,10G
pod-1,node-1205,eth1/31,trunk,,unknown,down,10G
pod-1,node-1205,eth1/32,trunk,14-15,vlan-15,down,1G
pod-1,node-1206,eth1/33,trunk,,unknown,down,10G
pod-1,node-1206,eth1/34,trunk,,unknown,down,10G
pod-1,node-1206,eth1/35,trunk,,unknown,down,10G
pod-1,node-1206,eth1/36,trunk,,unknown,down,10G
pod-1,node-1206,eth1/37,trunk,,unknown,down,10G
pod-1,node-1206,eth1/38,trunk,,unknown,down,10G
pod-1,node-1206,eth1/39,trunk,,unknown,down,10G
pod-1,node-1206,eth1/40,trunk,,unknown,down,10G
pod-1,node-1206,eth1/41,trunk,,unknown,down,10G
pod-1,node-1206,eth1/42,trunk,,unknown,down,10G
pod-1,node-1206,eth1/43,trunk,,unknown,down,10G
pod-1,node-1206,eth1/44,trunk,,unknown,down,10G
pod-1,node-1206,eth1/45,trunk,,unknown,down,10G
pod-1,node-1206,eth1/46,trunk,,unknown,down,10G
pod-1,node-1206,eth1/47,trunk,,unknown,down,10G
pod-1,node-1206,eth1/48,trunk,,unknown,down,10G
pod-1,node-1206,eth1/49,trunk,,vlan-1,down,100G
pod-1,node-1206,eth1/50,trunk,,vlan-1,down,100G
pod-1,node-1206,eth1/51,trunk,,vlan-1,down,100G
pod-1,node-1206,eth1/52,trunk,,vlan-1,down,100G
pod-1,node-1206,eth1/53,trunk,,vlan-1,up,100G
pod-1,node-1206,eth1/54,trunk,,vlan-1,up,100G
pod-1,node-1206,eth1/1,trunk,90-91,vlan-91,up,1G
pod-1,node-1206,eth1/2,trunk,75-80,vlan-80,up,1G
pod-1,node-1206,eth1/3,trunk,"73-74,81-82",vlan-82,up,1G
pod-1,node-1206,eth1/4,trunk,89,vlan-89,down,1G
pod-1,node-1206,eth1/5,trunk,"12-15,18-23,26-29,34-49,52-57,96-97",vlan-53,up,1G
pod-1,node-1206,eth1/6,trunk,"12-15,18-29,34-49,52-57,96-97",vlan-49,up,1G
pod-1,node-1206,eth1/7,trunk,"12-15,18-23,26-29,34-37,40-49,52-55,60-61,96-97",vlan-55,up,1G
pod-1,node-1206,eth1/8,trunk,"9,20-21,30,69-72,83-88",vlan-21,up,1G
pod-1,node-1206,eth1/9,trunk,"9,20-21,30,69-72,83-88",vlan-21,up,1G
pod-1,node-1206,eth1/10,trunk,"31,66",vlan-66,up,1G
pod-1,node-1206,eth1/11,trunk,50-51,vlan-51,up,1G
pod-1,node-1206,eth1/12,trunk,32-33,vlan-33,up,1G
pod-1,node-1206,eth1/13,trunk,50-51,vlan-51,up,1G
pod-1,node-1206,eth1/14,trunk,32-33,vlan-33,up,1G
pod-1,node-1206,eth1/15,trunk,24-25,vlan-25,up,1G
pod-1,node-1206,eth1/16,trunk,11-Oct,vlan-11,up,1G
pod-1,node-1206,eth1/17,trunk,11-Oct,vlan-11,up,1G
pod-1,node-1206,eth1/18,trunk,16-17,vlan-17,up,100M
pod-1,node-1206,eth1/19,trunk,"20-21,58-59,62-65",vlan-65,up,100M
pod-1,node-1206,eth1/20,trunk,,unknown,down,10G
pod-1,node-1206,eth1/21,trunk,,unknown,down,10G
pod-1,node-1206,eth1/22,trunk,,unknown,down,10G
pod-1,node-1206,eth1/23,trunk,,unknown,down,10G
pod-1,node-1206,eth1/24,trunk,,unknown,down,10G
pod-1,node-1206,eth1/25,trunk,,unknown,down,10G
pod-1,node-1206,eth1/26,trunk,,unknown,down,10G
pod-1,node-1206,eth1/27,trunk,,unknown,down,10G
pod-1,node-1206,eth1/28,trunk,,unknown,down,10G
pod-1,node-1206,eth1/29,trunk,,unknown,down,10G
pod-1,node-1206,eth1/30,trunk,,unknown,down,10G
pod-1,node-1206,eth1/31,trunk,,unknown,down,10G
pod-1,node-1206,eth1/32,trunk,,unknown,down,10G
pod-1,node-1301,eth1/33,trunk,,unknown,down,10G
pod-1,node-1301,eth1/34,trunk,,unknown,down,10G
pod-1,node-1301,eth1/35,trunk,,unknown,down,10G
pod-1,node-1301,eth1/36,trunk,,unknown,down,10G
pod-1,node-1301,eth1/37,trunk,,unknown,down,10G
pod-1,node-1301,eth1/38,trunk,,unknown,down,10G
pod-1,node-1301,eth1/39,trunk,,unknown,down,10G
pod-1,node-1301,eth1/40,trunk,,unknown,down,10G
pod-1,node-1301,eth1/41,trunk,,unknown,down,10G
pod-1,node-1301,eth1/42,trunk,,unknown,down,10G
pod-1,node-1301,eth1/43,trunk,,unknown,down,10G
pod-1,node-1301,eth1/44,trunk,,unknown,down,10G
pod-1,node-1301,eth1/45,trunk,,unknown,down,10G
pod-1,node-1301,eth1/46,trunk,,unknown,down,10G
pod-1,node-1301,eth1/47,trunk,,unknown,down,10G
pod-1,node-1301,eth1/48,trunk,,unknown,down,10G
pod-1,node-1301,eth1/49,trunk,,vlan-1,down,100G
pod-1,node-1301,eth1/50,trunk,,vlan-1,down,100G
pod-1,node-1301,eth1/51,trunk,,vlan-1,down,100G
pod-1,node-1301,eth1/52,trunk,,vlan-1,down,100G
pod-1,node-1301,eth1/53,trunk,,vlan-1,up,100G
pod-1,node-1301,eth1/54,trunk,,vlan-1,up,100G
pod-1,node-1301,eth1/1,trunk,17,vlan-17,up,10G
pod-1,node-1301,eth1/2,trunk,,unknown,down,10G
pod-1,node-1301,eth1/3,trunk,,unknown,down,10G
pod-1,node-1301,eth1/4,trunk,,unknown,down,10G
pod-1,node-1301,eth1/5,trunk,,unknown,down,10G
pod-1,node-1301,eth1/6,trunk,,unknown,down,10G
pod-1,node-1301,eth1/7,trunk,,unknown,down,10G
pod-1,node-1301,eth1/8,trunk,,unknown,down,10G
pod-1,node-1301,eth1/9,trunk,,unknown,down,10G
pod-1,node-1301,eth1/10,trunk,,unknown,down,10G
pod-1,node-1301,eth1/11,trunk,,unknown,down,10G
pod-1,node-1301,eth1/12,trunk,,unknown,down,10G
pod-1,node-1301,eth1/13,trunk,,unknown,down,10G
pod-1,node-1301,eth1/14,trunk,,unknown,down,10G
pod-1,node-1301,eth1/15,trunk,,unknown,down,10G
pod-1,node-1301,eth1/16,trunk,,unknown,down,10G
pod-1,node-1301,eth1/17,trunk,,unknown,down,10G
pod-1,node-1301,eth1/18,trunk,,unknown,down,10G
pod-1,node-1301,eth1/19,trunk,,unknown,down,10G
pod-1,node-1301,eth1/20,trunk,,unknown,down,10G
pod-1,node-1301,eth1/21,trunk,,unknown,down,10G
pod-1,node-1301,eth1/22,trunk,,unknown,down,10G
pod-1,node-1301,eth1/23,trunk,,unknown,down,10G
pod-1,node-1301,eth1/24,trunk,,unknown,down,10G
pod-1,node-1301,eth1/25,trunk,,unknown,down,10G
pod-1,node-1301,eth1/26,trunk,,unknown,down,10G
pod-1,node-1301,eth1/27,trunk,,unknown,down,10G
pod-1,node-1301,eth1/28,trunk,,unknown,down,10G
pod-1,node-1301,eth1/29,trunk,,unknown,down,10G
pod-1,node-1301,eth1/30,trunk,,unknown,down,10G
pod-1,node-1301,eth1/31,trunk,,unknown,down,10G
pod-1,node-1301,eth1/32,trunk,,unknown,down,10G
pod-1,node-1302,eth1/33,trunk,,unknown,down,10G
pod-1,node-1302,eth1/34,trunk,,unknown,down,10G
pod-1,node-1302,eth1/35,trunk,,unknown,down,10G
pod-1,node-1302,eth1/36,trunk,,unknown,down,10G
pod-1,node-1302,eth1/37,trunk,,unknown,down,10G
pod-1,node-1302,eth1/38,trunk,,unknown,down,10G
pod-1,node-1302,eth1/39,trunk,,unknown,down,10G
pod-1,node-1302,eth1/40,trunk,,unknown,down,10G
pod-1,node-1302,eth1/41,trunk,,unknown,down,10G
pod-1,node-1302,eth1/42,trunk,,unknown,down,10G
pod-1,node-1302,eth1/43,trunk,,unknown,down,10G
pod-1,node-1302,eth1/44,trunk,,unknown,down,10G
pod-1,node-1302,eth1/45,trunk,,unknown,down,10G
pod-1,node-1302,eth1/46,trunk,,unknown,down,10G
pod-1,node-1302,eth1/47,trunk,,unknown,down,10G
pod-1,node-1302,eth1/48,trunk,,unknown,down,10G
pod-1,node-1302,eth1/49,trunk,,vlan-1,down,100G
pod-1,node-1302,eth1/50,trunk,,vlan-1,down,100G
pod-1,node-1302,eth1/51,trunk,,vlan-1,down,100G
pod-1,node-1302,eth1/52,trunk,,vlan-1,down,100G
pod-1,node-1302,eth1/53,trunk,,vlan-1,up,100G
pod-1,node-1302,eth1/54,trunk,,vlan-1,up,100G
pod-1,node-1302,eth1/1,trunk,5,vlan-5,up,10G
pod-1,node-1302,eth1/2,trunk,,unknown,down,10G
pod-1,node-1302,eth1/3,trunk,,unknown,down,10G
pod-1,node-1302,eth1/4,trunk,,unknown,down,10G
pod-1,node-1302,eth1/5,trunk,,unknown,down,10G
pod-1,node-1302,eth1/6,trunk,,unknown,down,10G
pod-1,node-1302,eth1/7,trunk,,unknown,down,10G
pod-1,node-1302,eth1/8,trunk,,unknown,down,10G
pod-1,node-1302,eth1/9,trunk,,unknown,down,10G
pod-1,node-1302,eth1/10,trunk,,unknown,down,10G
pod-1,node-1302,eth1/11,trunk,,unknown,down,10G
pod-1,node-1302,eth1/12,trunk,,unknown,down,10G
pod-1,node-1302,eth1/13,trunk,,unknown,down,10G
pod-1,node-1302,eth1/14,trunk,,unknown,down,10G
pod-1,node-1302,eth1/15,trunk,,unknown,down,10G
pod-1,node-1302,eth1/16,trunk,,unknown,down,10G
pod-1,node-1302,eth1/17,trunk,,unknown,down,10G
pod-1,node-1302,eth1/18,trunk,,unknown,down,10G
pod-1,node-1302,eth1/19,trunk,,unknown,down,10G
pod-1,node-1302,eth1/20,trunk,,unknown,down,10G
pod-1,node-1302,eth1/21,trunk,,unknown,down,10G
pod-1,node-1302,eth1/22,trunk,,unknown,down,10G
pod-1,node-1302,eth1/23,trunk,,unknown,down,10G
pod-1,node-1302,eth1/24,trunk,,unknown,down,10G
pod-1,node-1302,eth1/25,trunk,,unknown,down,10G
pod-1,node-1302,eth1/26,trunk,,unknown,down,10G
pod-1,node-1302,eth1/27,trunk,,unknown,down,10G
pod-1,node-1302,eth1/28,trunk,,unknown,down,10G
pod-1,node-1302,eth1/29,trunk,,unknown,down,10G
pod-1,node-1302,eth1/30,trunk,,unknown,down,10G
pod-1,node-1302,eth1/31,trunk,,unknown,down,10G
pod-1,node-1302,eth1/32,trunk,,unknown,down,10G
pod-1,node-1303,eth1/33,trunk,"31-32,87-88,93-94",vlan-94,up,10G
pod-1,node-1303,eth1/34,trunk,"31-32,87-88,93-94",vlan-94,up,10G
pod-1,node-1303,eth1/35,trunk,5,vlan-5,up,10G
pod-1,node-1303,eth1/36,trunk,5,vlan-5,up,10G
pod-1,node-1303,eth1/37,trunk,,unknown,down,10G
pod-1,node-1303,eth1/38,trunk,,unknown,down,10G
pod-1,node-1303,eth1/39,trunk,,unknown,down,10G
pod-1,node-1303,eth1/40,trunk,,unknown,down,10G
pod-1,node-1303,eth1/41,trunk,,unknown,down,10G
pod-1,node-1303,eth1/42,trunk,,unknown,down,10G
pod-1,node-1303,eth1/43,trunk,,unknown,down,10G
pod-1,node-1303,eth1/44,trunk,,unknown,down,10G
pod-1,node-1303,eth1/45,trunk,,unknown,down,10G
pod-1,node-1303,eth1/46,trunk,,unknown,down,10G
pod-1,node-1303,eth1/47,trunk,,unknown,down,10G
pod-1,node-1303,eth1/48,trunk,,unknown,down,10G
pod-1,node-1303,eth1/49,trunk,,vlan-1,down,100G
pod-1,node-1303,eth1/50,trunk,,vlan-1,down,100G
pod-1,node-1303,eth1/51,trunk,,vlan-1,down,100G
pod-1,node-1303,eth1/52,trunk,,vlan-1,down,100G
pod-1,node-1303,eth1/53,trunk,,vlan-1,up,100G
pod-1,node-1303,eth1/54,trunk,,vlan-1,up,100G
pod-1,node-1303,eth1/1,trunk,"68,113-114",vlan-114,up,10G
pod-1,node-1303,eth1/2,trunk,"68,113-114",vlan-114,up,10G
pod-1,node-1303,eth1/3,trunk,"19-21,30,71-76,79-86,89-90",vlan-90,up,10G
pod-1,node-1303,eth1/4,trunk,"19-21,30,71-76,79-86,89-90",vlan-90,up,10G
pod-1,node-1303,eth1/5,trunk,"7-9,15-18,22-25,33-37,40-43,46-65,95-112",vlan-98,down,10G
pod-1,node-1303,eth1/6,trunk,"7-9,15-18,22-25,33-37,40-43,46-65,95-112",vlan-98,down,10G
pod-1,node-1303,eth1/7,trunk,"6,10,13-14,69-70,91-92",vlan-92,up,10G
pod-1,node-1303,eth1/8,trunk,"6,10,13-14,69-70,91-92",vlan-92,up,10G
pod-1,node-1303,eth1/9,trunk,15-18,vlan-18,up,10G
pod-1,node-1303,eth1/10,trunk,15-18,vlan-18,up,10G
pod-1,node-1303,eth1/11,trunk,15-18,vlan-18,up,10G
pod-1,node-1303,eth1/12,trunk,66,vlan-66,up,10G
pod-1,node-1303,eth1/13,trunk,66,vlan-66,up,10G
pod-1,node-1303,eth1/14,trunk,131-134,vlan-134,up,10G
pod-1,node-1303,eth1/15,trunk,22-25,vlan-23,down,10G
pod-1,node-1303,eth1/16,trunk,24-25,vlan-25,up,10G
pod-1,node-1303,eth1/17,trunk,22-25,vlan-23,up,10G
pod-1,node-1303,eth1/18,trunk,24-25,vlan-25,up,10G
pod-1,node-1303,eth1/19,trunk,24-25,vlan-25,up,10G
pod-1,node-1303,eth1/20,trunk,22-25,vlan-25,up,10G
pod-1,node-1303,eth1/21,trunk,22-25,vlan-25,up,10G
pod-1,node-1303,eth1/22,trunk,26-27,vlan-27,up,10G
pod-1,node-1303,eth1/23,trunk,28-29,vlan-29,up,10G
pod-1,node-1303,eth1/24,trunk,24-25,vlan-25,up,10G
pod-1,node-1303,eth1/25,trunk,26-27,vlan-27,up,10G
pod-1,node-1303,eth1/26,trunk,24-25,vlan-25,up,10G
pod-1,node-1303,eth1/27,trunk,"38-39,44-45,67,77-78,117-122,125-126,135-140",vlan-140,up,10G
pod-1,node-1303,eth1/28,trunk,"38-39,44-45,67,77-78,117-122,125-126,135-140",vlan-140,up,10G
pod-1,node-1303,eth1/29,trunk,"38-39,44-45,67,77-78,117-122,125-126,135-140",vlan-140,up,10G
pod-1,node-1303,eth1/30,trunk,"38-39,44-45,67,77-78,117-122,125-126,135-140",vlan-140,up,10G
pod-1,node-1303,eth1/31,trunk,"31-32,87-88,93-94",vlan-94,up,10G
pod-1,node-1303,eth1/32,trunk,"31-32,87-88,93-94",vlan-94,up,10G
pod-1,node-1304,eth1/33,trunk,"105-108,111-112",vlan-112,up,10G
pod-1,node-1304,eth1/34,trunk,"105-108,111-112",vlan-112,up,10G
pod-1,node-1304,eth1/35,trunk,5,vlan-5,up,10G
pod-1,node-1304,eth1/36,trunk,5,vlan-5,up,10G
pod-1,node-1304,eth1/37,trunk,,unknown,down,10G
pod-1,node-1304,eth1/38,trunk,,unknown,down,10G
pod-1,node-1304,eth1/39,trunk,,unknown,down,10G
pod-1,node-1304,eth1/40,trunk,,unknown,down,10G
pod-1,node-1304,eth1/41,trunk,,unknown,down,10G
pod-1,node-1304,eth1/42,trunk,,unknown,down,10G
pod-1,node-1304,eth1/43,trunk,,unknown,down,10G
pod-1,node-1304,eth1/44,trunk,,unknown,down,10G
pod-1,node-1304,eth1/45,trunk,,unknown,down,10G
pod-1,node-1304,eth1/46,trunk,,unknown,down,10G
pod-1,node-1304,eth1/47,trunk,,unknown,down,10G
pod-1,node-1304,eth1/48,trunk,,unknown,down,10G
pod-1,node-1304,eth1/49,trunk,,vlan-1,down,100G
pod-1,node-1304,eth1/50,trunk,,vlan-1,down,100G
pod-1,node-1304,eth1/51,trunk,,vlan-1,down,100G
pod-1,node-1304,eth1/52,trunk,,vlan-1,down,100G
pod-1,node-1304,eth1/53,trunk,,vlan-1,up,100G
pod-1,node-1304,eth1/54,trunk,,vlan-1,up,100G
pod-1,node-1304,eth1/1,trunk,"19-20,68",vlan-20,up,10G
pod-1,node-1304,eth1/2,trunk,"19-20,68",vlan-20,up,10G
pod-1,node-1304,eth1/3,trunk,"21,30-32,38-39,71-72,75-76,79-80,89-90,93-94,97-98,103-104",vlan-104,up,10G
pod-1,node-1304,eth1/4,trunk,"21,30-32,38-39,71-72,75-76,79-80,89-90,93-94,97-98,103-104",vlan-104,up,10G
pod-1,node-1304,eth1/5,trunk,"7-9,15-18,22-25,33-37,40-43,46-63,87-88,113-130",vlan-116,down,10G
pod-1,node-1304,eth1/6,trunk,"7-9,15-18,22-25,33-37,40-43,46-63,87-88,113-130",vlan-116,down,10G
pod-1,node-1304,eth1/7,trunk,"6,10,13-14,69-70,99-100",vlan-100,up,10G
pod-1,node-1304,eth1/8,trunk,"6,10,13-14,69-70,99-100",vlan-100,up,10G
pod-1,node-1304,eth1/9,trunk,15-18,vlan-18,up,10G
pod-1,node-1304,eth1/10,trunk,15-18,vlan-18,up,10G
pod-1,node-1304,eth1/11,trunk,15-18,vlan-18,up,10G
pod-1,node-1304,eth1/12,trunk,66,vlan-66,up,10G
pod-1,node-1304,eth1/13,trunk,66,vlan-66,up,10G
pod-1,node-1304,eth1/14,trunk,131-134,vlan-134,up,10G
pod-1,node-1304,eth1/15,trunk,22-25,vlan-23,down,10G
pod-1,node-1304,eth1/16,trunk,24-25,vlan-25,up,10G
pod-1,node-1304,eth1/17,trunk,22-25,vlan-23,up,10G
pod-1,node-1304,eth1/18,trunk,24-25,vlan-25,up,10G
pod-1,node-1304,eth1/19,trunk,24-25,vlan-25,up,10G
pod-1,node-1304,eth1/20,trunk,22-25,vlan-25,up,10G
pod-1,node-1304,eth1/21,trunk,22-25,vlan-25,up,10G
pod-1,node-1304,eth1/22,trunk,26-27,vlan-27,up,10G
pod-1,node-1304,eth1/23,trunk,28-29,vlan-29,up,10G
pod-1,node-1304,eth1/24,trunk,24-25,vlan-25,up,10G
pod-1,node-1304,eth1/25,trunk,26-27,vlan-27,up,10G
pod-1,node-1304,eth1/26,trunk,24-25,vlan-25,up,10G
pod-1,node-1304,eth1/27,trunk,"44-45,67,73-74,77-78,83-86,91-92,95-96,135-140",vlan-140,up,10G
pod-1,node-1304,eth1/28,trunk,"44-45,67,73-74,77-78,83-86,91-92,95-96,135-140",vlan-140,up,10G
pod-1,node-1304,eth1/29,trunk,"44-45,67,73-74,77-78,83-86,91-92,95-96,135-140",vlan-140,up,10G
pod-1,node-1304,eth1/30,trunk,"44-45,67,73-74,77-78,83-86,91-92,95-96,135-140",vlan-140,up,10G
pod-1,node-1304,eth1/31,trunk,"105-108,111-112",vlan-112,up,10G
pod-1,node-1304,eth1/32,trunk,"105-108,111-112",vlan-112,up,10G
pod-1,node-1305,eth1/33,trunk,40-41,vlan-41,up,1G
pod-1,node-1305,eth1/34,trunk,59-60,vlan-60,up,1G
pod-1,node-1305,eth1/35,trunk,59-60,vlan-60,up,1G
pod-1,node-1305,eth1/36,trunk,73-74,vlan-74,up,1G
pod-1,node-1305,eth1/37,trunk,15-16,vlan-16,up,1G
pod-1,node-1305,eth1/38,trunk,13-14,vlan-14,up,1G
pod-1,node-1305,eth1/39,trunk,55-56,vlan-56,up,100M
pod-1,node-1305,eth1/40,trunk,38-39,vlan-39,up,100M
pod-1,node-1305,eth1/41,trunk,"24,29",vlan-29,up,1G
pod-1,node-1305,eth1/42,trunk,"36,47",vlan-47,up,1G
pod-1,node-1305,eth1/43,trunk,"36,47",vlan-47,up,1G
pod-1,node-1305,eth1/44,trunk,"5,24,29,42-45,50",vlan-29,up,1G
pod-1,node-1305,eth1/45,trunk,73-76,vlan-74,up,1G
pod-1,node-1305,eth1/46,trunk,57-58,vlan-58,up,1G
pod-1,node-1305,eth1/47,trunk,51-56,vlan-56,up,1G
pod-1,node-1305,eth1/48,trunk,"20,28",vlan-28,up,1G
pod-1,node-1305,eth1/49,trunk,,vlan-1,down,100G
pod-1,node-1305,eth1/50,trunk,,vlan-1,down,100G
pod-1,node-1305,eth1/51,trunk,,vlan-1,down,100G
pod-1,node-1305,eth1/52,trunk,,vlan-1,down,100G
pod-1,node-1305,eth1/53,trunk,,vlan-1,up,100G
pod-1,node-1305,eth1/54,trunk,,vlan-1,up,100G
pod-1,node-1305,eth1/1,trunk,69-72,vlan-72,up,1G
pod-1,node-1305,eth1/2,trunk,69-70,vlan-70,up,100M
pod-1,node-1305,eth1/3,trunk,"37,62",vlan-62,up,1G
pod-1,node-1305,eth1/4,trunk,"37,62",vlan-62,up,1G
pod-1,node-1305,eth1/5,trunk,69-70,vlan-70,up,1G
pod-1,node-1305,eth1/6,trunk,71-72,vlan-72,up,1G
pod-1,node-1305,eth1/7,trunk,79-80,vlan-80,up,1G
pod-1,node-1305,eth1/8,trunk,40-41,vlan-41,up,1G
pod-1,node-1305,eth1/9,trunk,31-32,vlan-32,up,1G
pod-1,node-1305,eth1/10,trunk,31-32,vlan-32,up,1G
pod-1,node-1305,eth1/11,trunk,12-Nov,vlan-12,up,1G
pod-1,node-1305,eth1/12,trunk,"20,28",vlan-28,up,1G
pod-1,node-1305,eth1/13,trunk,17-18,vlan-18,up,1G
pod-1,node-1305,eth1/14,trunk,17-18,vlan-18,up,1G
pod-1,node-1305,eth1/15,trunk,"8,23,63-64",vlan-64,up,1G
pod-1,node-1305,eth1/16,trunk,"20,28",vlan-28,down,10G
pod-1,node-1305,eth1/17,trunk,"20,28",vlan-28,up,1G
pod-1,node-1305,eth1/18,trunk,42-43,vlan-43,up,1G
pod-1,node-1305,eth1/19,trunk,38-39,vlan-39,up,1G
pod-1,node-1305,eth1/20,trunk,21-22,vlan-22,up,1G
pod-1,node-1305,eth1/21,trunk,59-60,vlan-60,up,100M
pod-1,node-1305,eth1/22,trunk,25-26,vlan-26,up,1G
pod-1,node-1305,eth1/23,trunk,13-14,vlan-14,up,1G
pod-1,node-1305,eth1/24,trunk,77-78,vlan-78,up,1G
pod-1,node-1305,eth1/25,trunk,"30,33",vlan-33,up,1G
pod-1,node-1305,eth1/26,trunk,71-72,vlan-72,up,1G
pod-1,node-1305,eth1/27,trunk,"19,27",vlan-27,up,1G
pod-1,node-1305,eth1/28,trunk,"19,27",vlan-27,up,1G
pod-1,node-1305,eth1/29,trunk,"19,27",vlan-27,up,1G
pod-1,node-1305,eth1/30,trunk,7-Jun,vlan-7,up,1G
pod-1,node-1305,eth1/31,trunk,67-68,vlan-68,up,1G
pod-1,node-1305,eth1/32,trunk,34-35,vlan-35,up,1G
pod-1,node-1306,eth1/33,trunk,"10,27",vlan-27,up,1G
pod-1,node-1306,eth1/34,trunk,44-45,vlan-45,up,1G
pod-1,node-1306,eth1/35,trunk,"34,90",vlan-34,up,1G
pod-1,node-1306,eth1/36,trunk,"21,29",vlan-29,up,1G
pod-1,node-1306,eth1/37,trunk,15-16,vlan-16,up,1G
pod-1,node-1306,eth1/38,trunk,7-Jun,vlan-7,up,1G
pod-1,node-1306,eth1/39,trunk,13-Dec,vlan-13,up,1G
pod-1,node-1306,eth1/40,trunk,39-40,vlan-40,up,1G
pod-1,node-1306,eth1/41,trunk,"37,46",vlan-46,up,1G
pod-1,node-1306,eth1/42,trunk,"69,75",vlan-75,up,1G
pod-1,node-1306,eth1/43,trunk,"69,75",vlan-75,up,100M
pod-1,node-1306,eth1/44,trunk,"14,21,29,56-60",vlan-29,up,1G
pod-1,node-1306,eth1/45,trunk,"51,78-80",vlan-51,up,1G
pod-1,node-1306,eth1/46,trunk,"42,70",vlan-42,up,1G
pod-1,node-1306,eth1/47,trunk,"41,43,63-66",vlan-66,up,1G
pod-1,node-1306,eth1/48,trunk,"11,28",vlan-28,up,1G
pod-1,node-1306,eth1/49,trunk,,vlan-1,down,100G
pod-1,node-1306,eth1/50,trunk,,vlan-1,down,100G
pod-1,node-1306,eth1/51,trunk,,vlan-1,down,100G
pod-1,node-1306,eth1/52,trunk,,vlan-1,down,100G
pod-1,node-1306,eth1/53,trunk,,vlan-1,up,100G
pod-1,node-1306,eth1/54,trunk,,vlan-1,up,100G
pod-1,node-1306,eth1/1,trunk,"49-50,71-72",vlan-72,up,1G
pod-1,node-1306,eth1/2,trunk,49-50,vlan-50,up,100M
pod-1,node-1306,eth1/3,trunk,"67,84",vlan-84,up,1G
pod-1,node-1306,eth1/4,trunk,"67,84",vlan-84,down,1G
pod-1,node-1306,eth1/5,trunk,13-Dec,vlan-13,up,1G
pod-1,node-1306,eth1/6,trunk,"5,19",vlan-5,up,1G
pod-1,node-1306,eth1/7,trunk,"68,73",vlan-73,up,1G
pod-1,node-1306,eth1/8,trunk,47-48,vlan-48,up,1G
pod-1,node-1306,eth1/9,trunk,30-31,vlan-31,up,1G
pod-1,node-1306,eth1/10,trunk,30-31,vlan-31,up,1G
pod-1,node-1306,eth1/11,trunk,7-Jun,vlan-7,up,1G
pod-1,node-1306,eth1/12,trunk,"11,28",vlan-28,up,1G
pod-1,node-1306,eth1/13,trunk,"5,19",vlan-5,up,1G
pod-1,node-1306,eth1/14,trunk,"5,19",vlan-5,up,1G
pod-1,node-1306,eth1/15,trunk,"61-62,82-83",vlan-83,up,1G
pod-1,node-1306,eth1/16,trunk,"11,28",vlan-28,down,1G
pod-1,node-1306,eth1/17,trunk,"11,28",vlan-28,up,1G
pod-1,node-1306,eth1/18,trunk,54-55,vlan-55,up,1G
pod-1,node-1306,eth1/19,trunk,39-40,vlan-40,up,1G
pod-1,node-1306,eth1/20,trunk,13-Dec,vlan-13,up,1G
pod-1,node-1306,eth1/21,trunk,44-45,vlan-45,up,100M
pod-1,node-1306,eth1/22,trunk,23-24,vlan-24,up,1G
pod-1,node-1306,eth1/23,trunk,9-Aug,vlan-9,up,1G
pod-1,node-1306,eth1/24,trunk,76-77,vlan-77,up,1G
pod-1,node-1306,eth1/25,trunk,52-53,vlan-53,up,1G
pod-1,node-1306,eth1/26,trunk,71-72,vlan-72,up,1G
pod-1,node-1306,eth1/27,trunk,"18,26",vlan-26,up,100M
pod-1,node-1306,eth1/28,trunk,"18,26",vlan-26,up,1G
pod-1,node-1306,eth1/29,trunk,"18,26",vlan-26,up,1G
pod-1,node-1306,eth1/30,trunk,32-33,vlan-33,up,1G
pod-1,node-1306,eth1/31,trunk,"17,22,25,38",vlan-25,up,1G
pod-1,node-1306,eth1/32,trunk,35-36,vlan-36,up,1G
pod-1,node-1401,eth1/33,trunk,,unknown,down,10G
pod-1,node-1401,eth1/34,trunk,,unknown,down,10G
pod-1,node-1401,eth1/35,trunk,,unknown,down,10G
pod-1,node-1401,eth1/36,trunk,,unknown,down,10G
pod-1,node-1401,eth1/37,trunk,,unknown,down,10G
pod-1,node-1401,eth1/38,trunk,,unknown,down,10G
pod-1,node-1401,eth1/39,trunk,,unknown,down,10G
pod-1,node-1401,eth1/40,trunk,,unknown,down,10G
pod-1,node-1401,eth1/41,trunk,,unknown,down,10G
pod-1,node-1401,eth1/42,trunk,,unknown,down,10G
